# t(ms)	x	y
0	140.188	263.746
41.69933333	140.188	263.746
83.431	164.941	270.328
125.1303333	164.941	270.328
166.8293333	190.324	250.977
208.5286667	190.324	250.977
250.2603333	241.688	261.34
291.9596667	241.688	261.34
333.66	274.863	267.246
375.39	274.863	267.246
417.09	310.012	256.992
458.79	310.012	256.992
500.4866667	347.656	242.355
542.22	347.656	242.355
583.92	384.496	252.098
625.62	384.496	252.098
667.35	81.988	329.562
709.05	85.988	335.562
750.75	116.492	367.012
792.4466667	121.457	364.984
834.18	231.445	400.062
875.88	253.445	371.062
917.5766667	354.945	432.672
959.2766667	358.016	439.562
1001.01	426.871	436.547
1042.706667	425.949	434.562
1084.406667	394.449	466.012
1126.14	394.449	466.012
1167.84	534.449	460.039
1209.536667	684.547	456.062
1251.236667	798.449	459.004
1292.97	798.449	459.004
1334.666667	892.449	454.031
1376.366667	892.449	454.031
1418.1	985.19	454.695
1459.796667	985.2	454.688
1501.496667	1082.09	466.508
1543.196667	1082.09	466.508
1584.93	1204.59	440.887
1626.626667	1204.59	440.887
1668.326667	1204.59	440.887
1710.06	1204.59	440.887
1751.756667	1204.59	440.887
1793.456667	1204.59	440.887
1835.156667	1204.59	440.887
1876.886667	1204.59	440.887
1918.586667	1204.59	440.887
1960.286667	1204.59	440.887
2002.016667	554	338
2043.716667	554	338
2085.416667	582.836	330.129
2127.116667	582.836	330.125
2168.846667	582.836	330.125
2210.546667	610.613	325.383
2252.246667	610.613	325.383
2293.946667	634.582	328.223
2335.676667	634.582	328.223
2377.376667	655.898	332.309
2419.076667	655.898	332.309
2460.806667	658.375	341.902
2502.506667	661.398	338.754
2544.206667	663.398	340.84
2585.903333	663.578	342.977
2627.636667	690.898	321.781
2669.336667	690.441	321.777
2711.036667	704.473	311.809
2752.766667	703.469	312.809
2794.466667	717.223	302.711
2836.166667	720.223	300.711
2877.863333	797.062	246.961
2919.596667	795.637	252.309
2961.296667	889.125	252.699
3002.993333	888.098	252.699
3044.726667	928.102	250.699
3086.426667	927.102	251.699
3128.126667	968.1	250.699
