# t(ms)	x	y
11463	2000	2000
11466.66667	894.261	420.04
11469.8	894.261	420.04
11511.53333	894.831	412.442
11553.23333	893.726	402.731
11594.93333	887.882	391.649
11636.63333	877.222	384.899
11678.36667	861.484	380.032
11720.06667	844.276	376.149
11761.76667	830.503	371.176
11803.46667	822.355	365.149
11845.16667	823.429	360.126
11886.86667	831.046	353.626
11928.56667	840.843	346.481
11970.3	846.862	340.719
12012	848.362	337.282
12053.7	843.366	336.133
12095.43333	832.257	332.278
12137.13333	817.573	331.653
12178.83333	799.675	334.778
12220.53333	781.612	337.719
12262.26667	770.112	338.126
12303.96667	764.198	330.212
12345.66667	762.663	319.536
12387.4	764.026	309.887
12429.1	764.597	299.313
12470.8	758.183	290.934
12512.5	747.542	279.329
12554.23333	733.913	263.786
12595.93333	714.116	242.915
12637.63333	908.14	277.284
12679.36667	907.89	290.534
12721.06667	908.72	302.476
12762.76667	904.7	307.679
12804.46667	897.54	327.784
12846.2	890.63	342.804
12887.9	879.271	354.273
12929.6	862.962	370.304
12971.3	850.15	378.284
13013.03333	844.263	382.226
13054.73333	842.966	388.304
13096.43333	842.923	386.304
13138.16667	892.412	429.816
