# t(ms)	x	y
0	731	418
33.33333333	731.5	417.66
66.66666667	732.293	417.355
100	732.5	417.332
133.3333333	733	417.02
166.6666667	733.727	416.832
200	733.211	416.922
233.3333333	733.938	416.668
266.6666667	733.918	416.703
300	734.418	416.523
333.3333333	747.391	417.125
366.6666667	756.441	417.234
400	766.426	419.176
433.3333333	775.953	418.578
466.6666667	786.898	417.629
500	798.961	418.656
533.3333333	808.891	416.727
566.6666667	818.914	418.66
600	826.965	414.676
633.3333333	835.41	414.031
666.6666667	848.547	413.266
700	859.582	413.184
733.3333333	871.562	412.133
766.6666667	880.492	411.23
800	888.484	410.223
833.3333333	897.355	409.211
866.6666667	905.426	408.168
900	913.379	407.105
933.3333333	920.395	405.273
966.6666667	926.465	403.262
1000	933.38	401.176
1033.333333	939.54	399.125
1066.666667	945.84	396.859
1100	951.91	394.625
1133.333333	957.01	392.34
1166.666667	960.69	389.445
1200	960.84	385.527
1233.333333	959.35	438.527
1266.666667	910.352	392.027
1300	915.348	444.086
1333.333333	960.85	392.527
1366.666667	961.07	365.047
1400	961.09	362.043
1433.333333	961.41	360.367
1466.666667	961.52	358.543
1500	961.54	357.789
1533.333333	961.52	357.543
1566.666667	961.4	357.543
1600	961.17	358.191
1633.333333	960.96	358.562
1666.666667	960.8	359.301
1700	955.97	359.164
1733.333333	953.41	359.531
1766.666667	950.91	360.559
1800	948.38	361.723
1833.333333	945.59	363.344
1866.666667	943.46	365.305
1900	940.75	366.762
1933.333333	939.48	369.312
1966.666667	937.5	370.703
2000	935.59	372.738
2033.333333	933.67	374.699
2066.666667	932.51	377.367
2100	931.6	379.559
2133.333333	932.46	382.422
2166.666667	933.53	385.594
2200	935.62	388.676
2233.333333	939.5	393.402
2266.666667	943.44	397.527
2300	947.46	402.602
2333.333333	950.61	408.5
2366.666667	953.62	414.5
2400	960.89	420.625
2433.333333	960.93	427.535
2466.666667	960.96	434.508
2500	960.96	441.516
2533.333333	960.96	448.527
2566.666667	960.95	455.582
2600	960.93	462.523
2633.333333	960.91	469.488
2666.666667	954.49	475.566
2700	953.48	481.562
2733.333333	952.54	487.504
2766.666667	952.48	492.527
2800	952.54	497.52
2833.333333	952.71	501.574
2866.666667	954.54	506.504
2900	960.94	510.484
2933.333333	960.96	513.535
2966.666667	960.98	517.504
3000	961.29	520.574
3033.333333	961.54	524.516
3066.666667	963.59	528.5
3100	966.55	532.523
3133.333333	968.59	537.531
3166.666667	970.61	543.59
3200	971.02	548.215
3233.333333	972.12	553.168
3266.666667	974.12	557.934
3300	976.13	562.969
3333.333333	978.11	568.051
3366.666667	979.14	572.984
3400	981.08	578.207
3433.333333	982.08	583.172
3466.666667	982.14	588.09
3500	982.27	592.934
3533.333333	982.38	597.379
3566.666667	982.41	601.633
3600	982.47	605.969
3633.333333	982.53	609.688
3666.666667	982.57	613.715
3700	982.6	617.828
3733.333333	982.62	621.602
3766.666667	982.62	625.48
3800	982.59	629.727
3833.333333	982.55	634.68
3866.666667	982.54	639.59
3900	982.55	645.594
3933.333333	982.52	651.516
3966.666667	982.39	657.555
4000	982.39	657.555
4033.333333	982.39	657.555
4066.666667	982.39	657.555
4100	982.39	657.555
4133.333333	982.39	657.555
4166.666667	982.39	657.555
4200	982.39	657.555
4233.333333	982.39	657.555
4266.666667	982.39	657.555
4300	982.39	657.555
4333.333333	982.39	657.555
4366.666667	982.39	657.555
4400	982.39	657.555
4433.333333	982.39	657.555
4466.666667	982.39	657.555
4500	982.39	657.555
4533.333333	982.39	657.555
4566.666667	982.39	657.555
4600	982.39	657.555
