# t(ms)	x	y
0	515	628
33.33333333	515.809	625.719
66.66666667	516.641	623.359
100	517.938	620.832
133.3333333	519.207	618.098
166.6666667	520.562	615.5
200	522.316	612.906
233.3333333	524.312	610.242
266.6666667	526.355	607.75
300	528.797	605.344
333.3333333	531.301	602.871
366.6666667	533.867	601.156
400	537.293	599.211
433.3333333	540.664	597.215
466.6666667	544.426	595.461
500	548.215	593.527
533.3333333	552.391	591.633
566.6666667	556.586	589.512
600	561.367	587.324
633.3333333	566.555	585.262
666.6666667	571.367	583.477
700	576.402	581.227
733.3333333	581.543	578.863
766.6666667	586.738	576.906
800	591.645	574.809
833.3333333	596.742	572.621
866.6666667	601.668	570.438
900	606.402	567.879
933.3333333	611.055	565.77
966.6666667	615.703	563.383
1000	620.988	560.66
1033.333333	625.367	558.469
1066.666667	630.168	555.75
1100	634.941	553.434
1133.333333	639.711	550.883
1166.666667	644.09	548.473
1200	648.27	546.004
1233.333333	648.711	545.004
1266.666667	651.172	545.004
1300	653.699	542.004
1333.333333	662.699	538.812
1366.666667	664.031	538.609
1400	664.742	538.406
1433.333333	665.508	538.309
1466.666667	666	538.203
1500	666.016	538.133
1533.333333	665.918	538.125
1566.666667	665.254	538.004
1600	664.598	537.875
1633.333333	662.242	537.066
1666.666667	657.371	535.84
1700	674.316	517.934
1733.333333	643.742	531.398
1766.666667	635.816	528.5
1800	626.938	525.434
1833.333333	620.438	521.996
1866.666667	614.418	518.891
1900	611.793	510.332
1933.333333	598.918	473.316
1966.666667	594.281	456.727
2000	588.293	450.656
2033.333333	592.418	422.656
2066.666667	590.418	402.633
2100	586.918	406.219
2133.333333	585.484	395.133
2166.666667	585.234	384.32
2200	585.289	373.332
2233.333333	585.473	362.738
2266.666667	586.5	352.535
2300	589.273	341.766
2333.333333	591.527	331.777
2366.666667	594.402	322.648
2400	596.977	314.027
2433.333333	601.02	305.195
2466.666667	605.773	297.98
2500	608.73	293.312
2533.333333	611.758	289.941
2566.666667	614.797	285.281
2600	617.09	281.086
2633.333333	617.809	280.066
2666.666667	616.941	280.977
2700	614.129	282.195
2733.333333	611.051	282.184
2766.666667	607.938	281.105
2800	604.777	277.141
2833.333333	601.934	270.246
2866.666667	599.266	262.91
2900	597.73	252.328
2933.333333	596.398	239.73
2966.666667	598.398	185.73
3000	600.945	167.258
3033.333333	581.449	99.8125
3066.666667	599.5	92.668
3100	592.98	40.168
3133.333333	605.5	56
3200	637.5	58
3233.333333	647.059	58
3266.666667	671.57	58
3300	681.047	58
3333.333333	670.543	58
3366.666667	688.043	58
3400	705.621	93
3433.333333	709.082	207
3466.666667	701.57	292
3500	680.992	374
3533.333333	660.5	392.516
3566.666667	641.969	354.082
3600	629.57	295.082
3633.333333	624.043	173.566
3666.666667	631.578	66.0117
3700	665.117	58
3733.333333	668.117	93.5078
3766.666667	708	60
3800	700	229
3833.333333	689.539	393.488
3866.666667	661.059	409.945
3900	629.555	268.977
3933.333333	638.113	109.391
3966.666667	662.559	60
4000	708.977	60
4033.333333	713.977	315
4066.666667	679.449	432.832
4100	653.941	270.832
4133.333333	665.5	60
4166.666667	707.977	90.582
4200	715.977	361.582
4233.333333	667.539	335.086
4266.666667	679.059	95.5938
4300	723.527	272.594
4333.333333	668.246	363.977
4366.666667	698.742	115.449
4400	722.289	333.449
4433.333333	689.734	220.961
4466.666667	742.789	291.461
4500	701.789	185.031
4533.333333	737.816	379.539
4566.666667	753.32	117.039
4600	649.32	440.039
4633.333333	601.82	408.664
4666.666667	580.379	401.188
4700	557.941	389.664
4733.333333	555.359	388.215
4766.666667	529.867	373.93
4800	525.156	373.641
4833.333333	507.84	375.016
4866.666667	509.312	375.34
4900	496.043	373.945
4933.333333	499.469	374.598
4966.666667	486.73	375.121
5000	489.18	376.512
5033.333333	492.832	376.223
5066.666667	499.242	375.82
5100	510.797	375.426
5133.333333	495.242	381.117
5166.666667	506.586	378.367
5200	518.855	375.164
5233.333333	530.609	371.613
5266.666667	542.004	368.094
5300	551.801	364.637
5333.333333	563.316	360.418
5366.666667	584.828	358.902
5400	598.492	356.062
5433.333333	609.922	354.445
5466.666667	618.504	354.824
5500	623.887	356.496
5833.333333	538.887	350.496
5900	541.887	350.496
