# t(ms)	x	y
0	223	164
33.33333333	224.266	161.676
66.634	225.52	159.371
100.0326667	227.164	156.742
133.3333333	228.73	153.906
166.6666667	230.551	151.23
200	232.809	148.5
233.3006667	235.324	145.91
266.6993333	238.098	143.281
300	240.531	140.695
333.3333333	243.926	138.59
366.6666667	247.324	136.461
399.9666667	251.184	134.086
433.3666667	255.32	132.34
466.6666667	259.801	130.281
500	264.449	128.367
533.3333333	269.559	126.148
566.6333333	275.516	124.391
600.0333333	281.391	121.727
633.3333333	287.156	120.109
666.6666667	293.523	117.832
700	299.617	116.141
733.3	305.832	113.609
766.7	312.25	111.18
800	318.191	108.887
833.3333333	324.129	106.215
866.6666667	329.422	104.215
899.9666667	334.184	101.941
933.3666667	339.438	99.5
966.6666667	344.41	97.0977
1000	349.629	94.8516
1033.333333	354.43	92.7578
1066.633333	359.199	90.4922
1100.033333	363.68	88.0898
1133.333333	368.387	85.7773
1166.666667	372.84	83.5664
1200	377.297	81.3086
1233.3	349.797	114.785
1266.7	383.297	77.3086
1300	388.805	74.6289
1333.333333	391.879	72.0859
1366.666667	394.48	70.1289
1399.966667	396.41	69.0195
1433.366667	397.594	67.8867
1466.666667	398.438	66.7422
1500	398.211	66.2617
1533.333333	397.914	65.9023
1566.633333	397.047	66.0469
1600.033333	395.637	66.1562
1633.333333	393.426	66.918
1666.666667	391.457	67.8555
1700	388.855	68.8516
1733.3	386.359	70.1172
1766.7	383.066	71.4766
1800	379.945	73.625
1833.333333	377.219	75.4336
1866.666667	374.691	77.75
1899.966667	371.848	80.043
1933.366667	369.453	81.918
1966.666667	366.902	84.1914
2000	364.703	86.0273
2033.333333	361.898	88.6094
2066.633333	359.551	91.0742
2100.033333	357.016	93.0977
2133.333333	353.922	94.5273
2166.666667	349.855	95.7422
2200	345.086	96.1719
2233.3	340.574	96.8008
2266.7	334.781	97.418
2300	329.621	98.2305
2333.333333	323.785	99.9531
2366.666667	318.625	102.496
2399.966667	312.934	105.617
2433.366667	307.82	109.797
2466.666667	303.043	114.703
2500	299.754	119.992
2533.333333	295.887	126.105
2566.633333	292.84	131.98
2600.033333	290.719	138.102
2633.333333	288.781	144.867
2666.666667	287.652	150.996
2700	286.789	156.922
2733.3	285.988	162.523
2766.7	286	167.723
2800	286.73	172.602
2833.333333	287.699	176.844
2866.666667	288.781	180.594
2899.966667	290.871	184.156
2933.366667	292.941	187.496
2966.666667	295.695	191.082
3000	297.793	194.594
3033.333333	300.68	197.668
3066.633333	302.961	201.453
3100.033333	305.746	204.992
3133.333333	308.629	208.855
3166.666667	310.848	212.625
3200	313.648	216.863
3233.3	315.801	221.422
3266.7	317.828	225.637
3300	319.797	229.742
3333.333333	321.68	234.148
3366.666667	323.605	239.023
3399.966667	324.703	243.176
3433.366667	325.68	247.512
3466.666667	326.715	251.633
3500	326.848	255.816
3533.333333	327.578	259.629
3566.633333	327.699	263.496
3600.033333	327.973	267.145
3633.333333	328.617	270.906
3666.666667	328.699	274.488
3700	328.891	278.062
3733.3	329.746	281.766
3766.7	330.629	285.73
3800	331.668	289.543
3833.333333	332.836	293.953
3866.666667	333.906	298.188
3899.966667	335.703	302.746
3933.366667	337.621	307.031
3966.666667	339.633	312.004
4000	340.969	316.195
4033.333333	342.863	320.602
4066.633333	344.891	325
4100.033333	346.59	329.547
4133.333333	348.582	333.609
4166.666667	349.762	337.594
4200	351.684	341.234
4233.3	353.758	345.121
4266.7	356.004	348.707
4300	359.715	351.828
4333.333333	363.664	354.758
4366.666667	367.684	357.707
4399.966667	371.852	360.066
4433.366667	376.957	362.082
4466.666667	382.941	363.871
4500	388.98	365.641
4533.333333	394.637	366.844
4566.633333	398.895	368.008
4600.033333	401.629	368.906
4633.333333	402.762	369.938
4666.666667	402.754	370.73
4700	401.723	371.852
4733.3	398.855	372.961
4766.7	394.832	373.938
4800	401.793	374.906
4833.333333	400.781	376.715
4866.666667	375.812	377.723
4899.966667	372.297	379.078
4933.366667	370.363	380.281
4966.666667	369.355	381.016
5000	369.281	381.203
5033.333333	373.312	380.238
5066.633333	376.312	379.305
5100.033333	383.289	377.195
5133.333333	392.41	374.309
5166.666667	403.383	371.316
5200	415.395	368.148
5233.3	428.223	364.141
5266.7	439.254	360.199
5300	449.27	357.223
5333.333333	460.312	351.199
5366.666667	450.758	348.512
